"","caseid","government_should_regulate_businesses_wave_1","racial_discrimination_hurts_black_people_wave_1","immigrants_strengthen_country_wave_1","corporations_make_too_much_profit_wave_1","homosexuality_should_be_accepted_wave_1","stricter_environmental_laws_damaging_wave_1","government_wasteful_inefficient_wave_1","poor_people_have_it_easy_wave_1","government_cannot_afford_to_help_needy_wave_1","best_way_peace_military_strength_wave_1","government_should_regulate_businesses_wave_5","racial_discrimination_hurts_black_people_wave_5","immigrants_strengthen_country_wave_5","corporations_make_too_much_profit_wave_5","homosexuality_should_be_accepted_wave_5","stricter_environmental_laws_damaging_wave_5","government_wasteful_inefficient_wave_5","poor_people_have_it_easy_wave_5","government_cannot_afford_to_help_needy_wave_5","best_way_peace_military_strength_wave_5","treat","bot_followers","substantive_question_correct_wave_2","substantive_question_correct_wave_3","substantive_question_correct_wave_4","animal_correct_wave_2","animal_correct_wave_3","animal_correct_wave_4","party_id_wave_1","party_id_weak_strong_wave_1","political_wave_1","freq_twitter_wave_1","bin_maker","percent_co_party","ideo_homogeneity_offline","friends_count_wave_1","gender","education","family_income","birth_year","northeast","north_central","south","west","endtime_wave_5","how_often_visit_twitter_wave_1","how_often_visit_twitter_wave_5","ideology_seven_point_wave_1","ideology_seven_point_wave_5"
"1021",1021,7,2,5,7,2,6,7,7,1,5,6,1,5,7,3,5,7,6,6,3,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,85,837,1,NA,6,1943.5,0,0,1,0,2017-11-18 14:35:14.257542,1,3,6,6
"1022",1022,4,1,3,6,4,2,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.236622907354615,40,837,2,4,7,NA,0,0,1,0,NA,1,NA,5,NA
"1023",1023,3,2,2,6,7,2,3,5,2,2,6,2,3,5,7,3,3,3,2,5,1,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,40,837,2,NA,3,1954,0,0,0,1,2017-11-18 21:16:01.25675,1,1,5,6
"1024",1024,5,1,4,4,2,6,6,5,5,6,5,1,4,4,1,5,7,6,4,6,0,0,0,NA,0,0,NA,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,95,837,1,6,2,1954,0,0,1,0,2017-11-21 10:16:34.214613,1,1,6,6
"1025",1025,6,7,7,6,7,5,5,5,1,2,5,5,7,6,7,2,2,3,5,1,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,70,837,1,4,11,NA,0,0,1,0,2017-11-19 04:35:41.682701,1,1,4,2
"1026",1026,7,6,7,4,7,1,4,1,1,2,4,6,7,4,7,1,4,1,1,1,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.040487115786735,50,837,2,5,12,NA,1,0,0,0,2017-11-18 11:31:26.86537,1,1,4,4
"1027",1027,3,1,1,4,1,5,4,5,4,5,7,1,1,5,1,6,6,4,2,6,1,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.5,85,837,2,3,7,NA,0,0,1,0,2017-11-18 16:24:17.807035,1,2,5,6
"1028",1028,3,2,6,2,3,5,6,5,5,3,2,3,5,2,4,5,6,6,3,4,1,1,1,NA,0,1,NA,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.561615265341973,50,837,1,5,8,NA,0,1,0,0,2017-11-20 11:38:48.922918,1,2,5,5
"1029",1029,5,3,4,3,2,5,7,3,4,7,3,3,3,3,1,5,5,4,4,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,70,837,2,5,5,1954,0,0,1,0,2017-11-18 20:10:17.619444,1,1,6,6
"1030",1030,6,5,7,5,7,5,5,5,4,3,6,3,7,5,7,5,5,5,3,3,1,1,0,NA,0,1,NA,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,60,837,1,6,10,1984.5,0,0,1,0,2017-11-20 07:42:25.030558,1,1,4,5
"1031",1031,3,1,2,2,4,5,6,6,5,7,3,1,3,2,4,5,6,7,7,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,60,837,1,4,NA,1954,0,0,0,1,2017-11-18 11:56:57.627398,1,1,5,5
"1032",1032,5,5,5,5,6,3,5,3,3,3,5,5,6,5,6,2,3,2,2,2,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,40,837,1,6,10,NA,1,0,0,0,2017-11-19 07:19:43.906475,1,1,4,4
"1033",1033,3,1,4,2,7,4,6,3,6,6,2,1,1,2,7,3,7,6,6,6,1,1,0,1,0,1,0,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.91784123462865,70,837,1,6,NA,1943.5,0,1,0,0,2017-11-18 11:40:50.883257,1,1,5,5
"1034",1034,5,1,2,3,1,6,7,7,6,7,2,2,1,2,1,6,6,7,7,7,1,0,0,0,NA,0,0,NA,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,70,837,2,5,14,1964,0,0,0,1,2017-11-20 10:18:34.393143,1,1,6,6
"1035",1035,4,1,4,6,6,6,7,6,7,1,4,3,4,6,2,7,7,6,1,4,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.561615265341973,20,837,2,NA,10,1954,0,0,1,0,2017-11-18 11:57:23.866491,1,1,6,6
"1036",1036,5,1,1,1,6,6,6,7,7,7,5,1,1,2,5,6,6,6,7,6,1,1,1,1,0,0,1,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,70,4158,1,5,NA,1954,0,0,1,0,2017-11-18 19:56:28.993156,1,1,6,6
"1037",1037,2,1,7,4,6,7,6,5,1,7,5,1,4,4,7,7,7,5,1,7,1,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,60,837,1,3,6,1954,0,0,0,1,2017-11-20 11:53:08.789284,1,2,6,6
"1038",1038,3,2,5,2,3,6,6,6,5,5,3,2,4,3,4,6,6,6,6,5,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,80,837,1,5,10,1964,0,0,1,0,2017-11-21 10:24:32.695522,1,1,6,6
"1039",1039,3,2,1,1,1,7,6,4,6,7,5,2,2,2,1,7,7,4,6,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,65,837,2,4,9,1964,0,0,1,0,2017-11-20 08:35:32.054752,1,1,6,5
"1040",1040,2,1,2,1,1,7,7,7,7,7,2,1,5,1,1,7,7,4,6,7,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.802021020048231,60,837,1,NA,9,1964,0,0,1,0,2017-11-18 14:25:10.490915,1,1,6,7
"1041",1041,6,2,6,6,7,2,6,1,2,4,7,1,6,4,7,2,2,2,1,4,1,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.666666666666667,70,837,2,3,3,NA,0,0,1,0,2017-11-18 21:03:55.159363,1,7,3,2
"1042",1042,6,5,6,5,6,1,1,2,3,2,6,5,6,7,7,2,1,2,2,5,1,1,1,1,NA,0,0,NA,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,25,837,1,3,NA,1964,0,0,0,1,2017-11-19 00:33:57.597631,1,1,3,3
"1043",1043,2,1,5,4,7,5,5,6,5,5,2,2,5,1,6,4,3,3,2,6,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,50,837,1,1,NA,1964,0,0,1,0,2017-11-18 17:03:26.04668,1,1,4,4
"1044",1044,5,6,7,7,4,3,7,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,75,837,2,5,6,1954,1,0,0,0,NA,1,NA,4,NA
"1045",1045,5,2,6,6,2,4,7,5,2,5,3,5,3,5,2,5,6,1,1,4,1,1,1,1,1,1,0,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",1,10,837,2,6,NA,1964,0,0,0,1,2017-11-18 14:41:58.842258,1,1,6,4
"1046",1046,6,2,4,4,7,6,7,6,NA,7,2,2,5,2,7,5,7,2,3,7,1,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.5,15,837,1,5,NA,1933,0,0,0,1,2017-11-18 16:13:31.082848,1,2,5,5
"1047",1047,5,2,3,7,6,7,7,5,7,6,3,1,2,1,5,6,7,6,3,7,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.837311794619385,30,837,NA,2,2,1984.5,1,0,0,0,2017-11-18 21:14:23.883987,1,1,4,5
"1048",1048,5,5,1,5,4,4,5,6,1,6,4,4,1,7,2,4,7,7,2,6,1,1,1,1,1,0,0,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,2,837,2,4,4,1954,0,0,1,0,2017-11-18 15:09:16.229448,1,1,5,6
"1049",1049,4,6,6,1,6,5,3,6,4,5,3,6,6,2,6,6,6,5,6,3,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.794859001253946,15,837,1,5,NA,NA,1,0,0,0,2017-11-20 11:38:16.54245,1,1,4,4
"1050",1050,7,7,7,7,7,1,5,1,1,2,7,6,7,7,7,1,2,1,1,4,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,65,837,1,6,NA,1964,0,1,0,0,2017-11-18 13:49:31.058575,1,1,2,2
"1051",1051,6,1,1,6,6,2,6,7,6,6,6,1,4,6,6,2,7,7,7,6,1,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.25,10,837,1,5,5,NA,0,0,0,1,2017-11-19 11:15:08.48395,1,1,6,5
"1052",1052,5,4,6,4,7,2,6,2,5,2,5,4,5,5,7,2,6,3,5,3,1,NA,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,45,837,1,4,12,1964,1,0,0,0,2017-11-20 12:31:33.576246,1,1,3,5
"1053",1053,6,7,7,2,4,1,2,1,1,2,6,6,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,65,837,2,6,NA,1964,0,1,0,0,2017-11-18 11:42:47.164742,1,1,5,6
"1054",1054,2,5,7,1,7,2,7,1,2,7,2,6,7,1,7,3,6,3,2,6,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.300977784217002,40,837,1,3,NA,1995,0,0,0,1,2017-11-20 06:46:29.910145,1,1,3,5
"1055",1055,6,7,6,7,5,4,2,1,2,4,6,7,6,6,4,2,3,2,1,3,1,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,75,837,1,5,4,1984.5,0,0,0,1,2017-11-20 13:04:19.901827,1,1,4,4
"1056",1056,6,4,6,6,4,2,6,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.394088669950739,50,837,2,6,11,NA,0,0,1,0,NA,1,NA,5,NA
"1057",1057,5,2,5,1,4,5,5,5,2,7,5,1,5,1,5,6,6,6,5,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,50,837,1,5,10,1964,0,0,1,0,2017-11-22 07:07:21.046116,1,1,6,5
"1058",1058,1,1,7,1,5,7,7,5,7,5,1,2,7,1,5,6,7,3,2,5,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,90,837,1,NA,10,1974,0,1,1,0,2017-11-20 11:42:28.496708,1,2,6,6
"1059",1059,5,3,4,2,6,6,7,3,6,7,5,1,4,3,6,5,7,5,3,7,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.53369367990111,30,837,1,5,NA,1984.5,0,0,1,0,2017-11-20 15:05:11.406956,1,1,6,6
"1060",1060,3,1,3,2,2,6,5,5,6,6,3,1,2,1,1,7,7,5,7,6,1,0,0,0,NA,0,0,NA,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.902048498862586,60,837,1,6,NA,1964,0,0,1,0,2017-11-18 18:22:29.050167,1,1,7,7
"1061",1061,2,1,1,1,7,7,7,7,7,6,3,1,1,1,7,7,7,7,7,7,1,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.875,70,837,1,4,9,NA,0,0,0,1,2017-11-21 15:08:19.423759,1,1,5,5
"1062",1062,5,1,6,1,7,5,7,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,60,837,2,5,NA,1984.5,0,1,0,0,NA,1,NA,5,NA
"1063",1063,5,5,7,2,4,5,2,2,4,4,5,5,7,2,2,5,4,2,4,4,1,1,1,0,NA,1,1,NA,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.300977784217002,30,NA,1,5,9,1974,0,NA,1,0,2017-11-18 11:24:02.936487,1,1,4,4
"1064",1064,7,6,7,6,7,1,7,1,1,5,6,6,7,7,7,1,6,1,1,6,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,25,837,1,6,NA,1954,1,0,0,0,2017-11-19 04:21:06.999119,1,1,4,5
"1065",1065,3,5,4,2,7,7,5,5,7,7,2,3,5,5,7,5,5,6,5,7,1,1,0,0,0,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,70,837,2,5,12,1964,1,0,0,0,2017-11-18 12:03:49.178022,1,1,4,4
"1066",1066,7,6,6,7,7,1,5,1,1,2,7,6,7,7,7,2,2,1,1,2,0,0,NA,0,0,NA,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,25,837,1,5,10,1984.5,0,0,0,1,2017-11-18 14:13:28.518972,1,1,2,2
"1067",1067,6,5,4,6,7,6,5,5,6,5,7,5,5,5,6,4,4,5,5,6,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,70,NA,1,NA,9,1974,0,0,1,0,2017-11-23 05:55:27.961163,1,1,5,5
"1068",1068,2,2,5,3,4,4,4,4,5,4,2,4,6,4,2,3,5,3,4,5,1,1,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.887851060185064,70,837,2,5,NA,1954,0,0,0,1,2017-11-21 15:22:47.321075,1,1,6,6
"1069",1069,5,6,6,4,2,4,3,3,3,3,5,6,7,1,2,4,3,5,3,2,1,1,0,NA,NA,0,NA,NA,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,75,837,1,5,8,1995,0,1,0,0,2017-11-20 12:46:16.187407,1,1,6,5
"1070",1070,5,1,5,7,7,4,6,2,2,5,4,1,5,7,5,4,5,3,3,5,0,0,0,0,0,0,0,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.63548750800626,50,NA,2,2,2,NA,0,0,0,1,2017-11-19 21:42:35.967945,1,1,4,4
"1071",1071,5,5,6,6,4,3,5,6,6,3,6,5,5,7,5,5,7,2,2,5,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,75,2511,1,NA,1,1964,1,0,0,0,2017-11-24 17:30:34.570213,1,2,4,4
"1072",1072,6,1,7,2,1,5,3,3,6,3,5,1,4,4,1,6,4,4,3,2,1,1,0,1,1,0,1,0,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,40,837,1,6,NA,1974,0,1,0,0,2017-11-18 11:32:57.982973,1,1,7,6
"1073",1073,3,3,4,4,7,2,6,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0,50,837,1,6,11,1954,1,0,0,0,NA,1,NA,4,NA
"1074",1074,4,2,5,3,7,6,6,4,6,7,5,1,5,4,7,6,7,2,4,7,1,1,1,1,1,1,1,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.877430247533014,50,837,2,NA,3,1974,0,0,1,0,2017-11-27 10:38:47.836584,1,2,5,5
"1075",1075,2,2,5,3,2,5,6,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,60,837,1,6,10,1974,0,0,1,0,NA,1,NA,6,NA
"1076",1076,3,2,5,1,1,6,5,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",0.25,75,837,2,5,9,NA,1,0,0,0,NA,1,NA,4,NA
"1077",1077,4,5,6,2,7,4,6,3,5,6,4,5,6,2,7,6,5,2,6,7,1,0,1,1,0,0,0,1,2,6,"High News Interest","High Twitter Use","Weak Republican, High News Interest, High Twitter Use",NA,50,837,1,5,13,1974,0,0,1,0,2017-11-18 15:38:14.561012,1,1,5,5
"1078",1078,3,2,5,2,3,6,5,4,5,4,4,3,4,1,3,6,6,5,6,4,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,95,837,2,2,NA,1995,0,0,1,0,2017-11-26 13:05:23.881081,3,3,6,5
"1079",1079,3,2,3,2,5,4,6,2,2,3,2,1,2,3,2,6,6,3,4,4,1,1,1,1,1,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,75,837,2,2,NA,NA,0,1,0,0,2017-11-19 14:28:36.902409,2,2,6,6
"1080",1080,6,2,4,4,7,3,5,5,5,6,5,2,4,5,7,4,6,5,5,6,1,0,1,1,1,0,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,75,837,2,5,10,NA,0,1,0,0,2017-11-18 12:34:16.18222,3,3,4,4
"1081",1081,2,1,4,1,4,6,2,6,5,7,1,1,3,1,5,7,2,5,7,7,1,1,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.70708374574584,50,NA,1,5,5,NA,0,0,1,0,2017-11-18 11:28:44.032694,3,4,4,4
"1082",1082,3,2,6,3,4,4,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.409907834101382,50,837,2,6,4,NA,0,0,1,0,NA,2,NA,5,NA
"1083",1083,5,1,5,3,7,6,7,7,7,7,5,1,6,4,7,7,7,5,3,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.814935392348604,80,837,2,NA,3,1954,0,0,1,0,2017-11-23 13:17:15.590012,2,1,5,5
"1084",1084,2,1,1,2,2,6,7,7,7,7,1,1,1,1,1,7,7,7,6,7,1,1,1,1,1,0,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,75,837,1,3,NA,1954,0,0,1,0,2017-11-18 11:52:28.064568,2,1,7,7
"1085",1085,3,1,5,5,4,3,7,7,7,6,3,1,2,5,4,4,7,7,7,4,1,1,0,1,1,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,50,837,1,4,4,1954,0,0,1,0,2017-11-18 12:15:12.889343,2,2,5,4
"1086",1086,5,5,1,3,4,4,1,7,4,3,4,3,4,4,4,4,4,6,1,4,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,60,837,1,5,11,1964,0,0,0,1,2017-11-19 15:52:06.471733,2,1,4,4
"1087",1087,2,6,6,5,5,7,7,5,2,7,5,2,2,2,4,6,6,5,4,7,1,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.84554583819545,70,837,1,6,13,NA,0,0,1,0,2017-11-19 05:59:48.634108,2,1,6,6
"1088",1088,5,2,3,NA,2,6,7,4,5,7,5,4,4,5,3,5,6,NA,4,NA,1,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.88447711020462,75,837,1,NA,9,1943.5,0,1,0,0,2017-11-18 23:16:39.239557,2,4,5,6
"1089",1089,5,1,1,6,1,2,7,2,2,7,5,1,2,7,1,1,7,6,1,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,70,NA,1,6,3,1954,0,0,1,0,2017-11-18 18:17:17.159069,3,3,6,5
"1090",1090,5,1,5,7,7,5,7,2,1,5,4,3,5,5,7,4,7,3,3,5,1,1,0,0,0,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.5,75,837,2,NA,1,1954,0,0,1,0,2017-11-19 21:32:11.141352,3,6,5,5
"1091",1091,3,2,2,4,4,6,5,5,4,6,2,2,3,4,4,6,6,5,4,6,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,60,837,2,2,7,NA,0,1,0,0,2017-11-19 03:27:17.219673,2,2,5,5
"1092",1092,5,2,4,2,4,5,4,4,5,6,4,1,2,2,4,4,5,3,4,6,1,1,1,1,1,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.88447711020462,40,837,1,3,NA,1954,0,1,0,0,2017-11-18 14:03:00.330511,2,1,6,6
"1093",1093,6,2,6,5,6,5,5,6,4,6,5,3,4,6,5,5,5,5,3,6,1,1,1,1,1,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,30,837,1,3,5,1964,0,0,0,1,2017-11-18 11:51:54.660345,2,4,6,5
"1094",1094,3,1,4,4,6,5,5,7,5,7,4,1,3,2,7,6,7,7,6,7,1,NA,0,1,1,1,1,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.409907834101382,80,837,1,3,6,1964,1,0,0,0,2017-11-20 06:32:49.203329,3,2,5,5
"1095",1095,5,1,4,6,7,5,7,6,6,7,5,1,3,7,6,5,7,7,5,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,70,837,2,3,6,NA,0,1,0,0,2017-11-18 12:18:15.414139,2,1,4,5
"1096",1096,5,2,4,2,4,6,7,5,5,5,3,2,4,4,5,5,7,4,5,6,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,50,837,2,5,9,1964,0,1,0,0,2017-11-18 22:39:36.453217,3,2,6,5
"1097",1097,2,1,5,1,6,7,7,3,7,6,1,1,3,2,5,2,7,2,7,6,1,1,1,1,1,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,80,837,2,6,5,NA,0,0,1,0,2017-11-18 12:22:53.818764,2,2,6,6
"1098",1098,5,1,3,7,7,1,7,6,5,7,5,2,2,5,7,3,7,6,7,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,70,837,1,5,4,1943.5,0,0,1,0,2017-11-19 09:11:10.329315,2,1,6,6
"1099",1099,3,1,4,3,4,5,7,2,5,7,4,1,1,4,5,3,7,1,4,7,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,40,837,1,6,13,NA,0,0,0,1,2017-11-18 11:28:00.122629,2,5,6,6
"1100",1100,5,3,4,2,4,5,6,3,5,6,3,3,4,3,4,3,7,3,5,6,1,1,1,1,1,1,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0,80,837,1,NA,9,1954,0,0,1,0,2017-11-18 13:08:08.341469,2,1,5,6
"1101",1101,2,2,7,1,3,7,7,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,NA,NA,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,60,837,1,4,NA,1954,0,0,1,0,NA,3,NA,7,NA
"1102",1102,3,1,3,3,4,6,6,6,6,6,2,2,2,4,4,6,5,6,6,6,1,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",1,80,837,1,NA,7,1954,0,1,0,0,2017-11-20 14:48:25.828659,3,5,6,6
"1103",1103,3,4,2,2,6,3,7,4,6,6,5,1,2,2,6,5,7,4,3,5,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,65,837,1,5,NA,1933,0,0,1,0,2017-11-18 16:15:49.805202,2,2,7,7
"1104",1104,5,1,1,4,3,6,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.802021020048231,15,837,2,NA,2,1954,0,0,1,0,NA,2,NA,5,NA
"1105",1105,1,1,4,1,1,7,7,7,6,6,1,1,4,1,1,7,7,7,7,7,1,1,1,1,1,0,1,1,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",0.780208180453741,95,837,1,6,NA,1974,1,0,0,0,2017-11-18 16:01:24.771009,2,2,7,7
"1106",1106,3,1,5,1,4,6,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,2,6,"High News Interest","Not High Twitter Use","Weak Republican, High News Interest, Not High Twitter Use",NA,75,NA,2,4,11,1954,0,0,0,1,NA,2,NA,4,NA
